,Frequency,TotalPf,b_phase_current,b_phase_pf,b_phase_voltage,lag_only_reactive_energy,lead_only_reactive_energy,r_phase_current,r_phase_pf,r_phase_voltage,meter serial_no,timestamp,total_active_power,total_apparent_energy,total_apparent_power,total_reactive_power,total_real_energy,y_phase_current,y_phase_pf,y_phase_voltage
13837,50,0.9727,1.345,1,245.754,1313.53,64.65,0.647,1,244.09,600002,05-10-2018 20:06,581.354,8091.84,582.354,40,7723.79,0.29,0.83,242.661
13838,50,0.98,1.631,1,245.829,1313.53,64.65,0.662,1,244.063,600002,05-10-2018 20:06,661.93,8091.84,662.93,40,7723.8,0.29,0.83,242.531
13839,50,0.98,1.63,1,245.819,1313.53,64.65,0.66,1,243.947,600002,05-10-2018 20:07,661.068,8091.85,662.068,40.353,7723.8,0.291,0.8247,242.72
13840,50,0.98,1.63,1,246.125,1313.53,64.65,0.66,1,244.033,600002,05-10-2018 20:07,661.711,8091.86,662.711,40.071,7723.81,0.29,0.8282,242.655
13841,50,0.98,1.63,1,246.267,1313.53,64.65,0.66,1,244.075,600002,05-10-2018 20:08,661.424,8091.86,662.424,40.069,7723.81,0.29,0.829,242.596
13842,50,0.98,1.63,1,246.105,1313.53,64.65,0.66,1,243.99,600002,05-10-2018 20:08,661.457,8091.87,662.457,40.381,7723.82,0.29,0.825,242.813
13843,50,0.98,1.63,1,245.961,1313.53,64.65,0.66,1,244.039,600002,05-10-2018 20:09,660.855,8091.87,661.855,40.141,7723.82,0.29,0.8283,242.855
13844,50,0.97,1.082,1,245.811,1313.53,64.65,0.636,1,243.984,600002,05-10-2018 20:09,518.33,8091.88,519.33,40,7723.83,0.29,0.8289,242.67
13845,50,0.97,1.098,1,245.757,1313.53,64.65,0.64,1,244.189,600002,05-10-2018 20:10,521.265,8091.88,522.265,40,7723.83,0.29,0.83,242.443
13846,50,0.9783,1.579,1,245.561,1313.53,64.65,0.638,1,244.126,600002,05-10-2018 20:10,643.353,8091.89,644.353,40.141,7723.84,0.29,0.8289,242.811
13847,50,0.98,1.696,1,245.277,1313.53,64.65,0.635,1,244.044,600002,05-10-2018 20:11,674.063,8091.89,675.063,40.463,7723.84,0.29,0.8256,242.49
13848,50,0.98,1.646,1,245.305,1313.53,64.65,0.638,1,244.211,600002,05-10-2018 20:11,660.783,8091.9,661.783,40.354,7723.85,0.294,0.8225,242.375
13849,50,0.98,1.619,1,245.196,1313.53,64.65,0.632,1,244.173,600002,05-10-2018 20:12,652.15,8091.9,653.15,41,7723.85,0.3,0.8207,242.427
13850,50,0.98,1.62,1,244.959,1313.53,64.65,0.639,1,244.066,600002,05-10-2018 20:12,652.381,8091.91,653.381,40.228,7723.86,0.293,0.8227,242.058
13851,50,0.98,1.62,1,244.789,1313.53,64.65,0.645,1,243.891,600002,05-10-2018 20:13,655.497,8091.91,656.497,40.068,7723.86,0.296,0.8239,241.926
13852,49.89,0.98,1.618,1,244.904,1313.53,64.65,0.631,1,243.789,600002,05-10-2018 20:13,650.997,8091.92,651.997,40.567,7723.87,0.3,0.8261,241.884
13853,49.9,0.98,1.574,1,244.982,1313.53,64.65,0.631,1,243.848,600002,05-10-2018 20:14,641.067,8091.93,642.067,40.068,7723.88,0.3,0.8261,241.996
13854,49.91,0.98,1.545,1,244.903,1313.53,64.65,0.63,1,243.796,600002,05-10-2018 20:14,633.064,8091.93,634.064,40,7723.88,0.3,0.8292,241.916
13855,49.83,0.98,1.542,1,245.039,1313.53,64.65,0.631,1,243.675,600002,05-10-2018 20:15,632.567,8091.94,633.567,40.142,7723.89,0.3,0.8275,241.961
13856,49.88,0.98,1.542,1,245.023,1313.53,64.65,0.63,1,243.816,600002,05-10-2018 20:15,632.997,8091.94,633.997,40,7723.89,0.3,0.829,241.976
13857,50,0.98,1.542,1,245.162,1313.53,64.65,0.632,1,243.811,600002,05-10-2018 20:16,632.998,8091.95,633.998,40.068,7723.9,0.3,0.8283,242.076
13858,50,0.98,1.536,1,245.044,1313.53,64.65,0.63,1,244.004,600002,05-10-2018 20:16,631.329,8091.95,632.329,40,7723.9,0.3,0.8289,242.103
13859,50,0.98,1.54,1,245.154,1313.53,64.65,0.63,1,244.033,600002,05-10-2018 20:17,632.211,8091.96,633.211,40,7723.91,0.3,0.83,242.276
13860,50,0.98,1.543,1,245.169,1313.54,64.65,0.63,1,243.963,600002,05-10-2018 20:17,632.997,8091.96,633.997,40.264,7723.91,0.3,0.829,242.237
13861,50,0.98,1.543,1,245.321,1313.54,64.65,0.63,1,244.04,600002,05-10-2018 20:18,633.165,8091.97,634.165,40,7723.92,0.3,0.83,242.323
13862,50,0.98,1.542,1,245.383,1313.54,64.65,0.63,1,244.025,600002,05-10-2018 20:18,633.14,8091.97,634.14,40,7723.92,0.3,0.83,242.311
13863,50,0.98,1.547,1,245.312,1313.54,64.65,0.642,1,243.828,600002,05-10-2018 20:19,636.15,8091.98,637.15,40,7723.93,0.3,0.83,242.25
13864,50,0.98,1.54,1,245.435,1313.54,64.65,0.639,1,243.897,600002,05-10-2018 20:19,635.074,8091.98,636.074,40,7723.93,0.3,0.83,242.274
13865,50,0.98,1.54,1,245.381,1313.54,64.65,0.638,1,243.82,600002,05-10-2018 20:20,633.844,8091.99,634.844,40,7723.94,0.3,0.83,242.244
13866,50,0.98,1.548,1,245.46,1313.54,64.65,0.636,1,243.751,600002,05-10-2018 20:20,634.458,8092,635.458,40,7723.94,0.3,0.83,242.389
13867,50,0.98,1.541,1,245.53,1313.54,64.65,0.634,1,243.889,600002,05-10-2018 20:21,634.396,8092,635.396,40,7723.95,0.3,0.83,242.577
13868,50,0.98,1.536,1,245.396,1313.54,64.65,0.638,1,243.94,600002,05-10-2018 20:21,634.783,8092.01,635.783,40,7723.95,0.3,0.83,242.504
13869,50,0.98,1.575,1,245.452,1313.54,64.65,0.633,1,243.882,600002,05-10-2018 20:22,644.211,8092.01,645.211,40.141,7723.96,0.3,0.829,242.584
13870,50,0.98,1.545,1,245.757,1313.54,64.65,0.633,1,243.896,600002,05-10-2018 20:22,634.995,8092.02,635.995,40,7723.97,0.3,0.83,242.624
13871,50,0.98,1.545,1,245.882,1313.54,64.65,0.635,1,244.036,600002,05-10-2018 20:23,635.612,8092.02,636.612,40.152,7723.97,0.3,0.829,242.689
13872,50,0.9767,1.54,1,245.974,1313.54,64.65,0.632,1,243.921,600002,05-10-2018 20:23,634.381,8092.03,635.381,40.536,7723.98,0.3,0.826,242.796
13873,50,0.9789,1.562,1,245.939,1313.54,64.65,0.634,1,243.783,600002,05-10-2018 20:24,639.925,8092.03,640.925,40.069,7723.98,0.3,0.8289,242.775
13874,50,0.979,1.547,1,246.046,1313.54,64.65,0.634,1,243.918,600002,05-10-2018 20:24,635.925,8092.04,636.925,40.282,7723.99,0.3,0.8283,242.768
13875,50,0.98,1.54,1,246.083,1313.54,64.65,0.632,1,243.996,600002,05-10-2018 20:25,633.496,8092.04,634.496,40.141,7723.99,0.3,0.83,242.688
13876,50,0.9789,1.54,1,246.075,1313.54,64.65,0.636,1,244.132,600002,05-10-2018 20:25,634.21,8092.05,635.21,40.141,7724,0.3,0.8289,242.819
13877,50,0.9776,1.54,1,246.075,1313.54,64.65,0.634,1,244.118,600002,05-10-2018 20:26,633.926,8092.05,634.926,40.496,7724,0.3,0.8268,242.789
13878,50,0.9782,1.54,1,246.098,1313.54,64.65,0.631,1,244.125,600002,05-10-2018 20:26,633.425,8092.06,634.425,40.282,7724.01,0.3,0.8282,242.776
13879,50,0.9784,1.54,1,245.983,1313.54,64.65,0.63,1,244.07,600002,05-10-2018 20:27,633.463,8092.07,634.463,40.196,7724.01,0.3,0.8284,242.856
13880,50,0.9761,1.54,1,245.954,1313.54,64.65,0.63,1,244.068,600002,05-10-2018 20:27,633.283,8092.07,634.283,40.854,7724.02,0.3,0.8261,242.926
13881,50,0.98,1.56,1,246.019,1313.54,64.65,0.63,1,244.06,600002,05-10-2018 20:28,639.282,8092.08,640.282,40.497,7724.02,0.3,0.8283,242.904
13882,50,0.9792,1.54,1,245.84,1313.54,64.65,0.63,1,244.07,600002,05-10-2018 20:28,632.997,8092.08,633.997,40.142,7724.03,0.3,0.8292,242.962
13883,50,0.9791,1.539,1,245.87,1313.54,64.65,0.63,1,244.283,600002,05-10-2018 20:29,633.129,8092.09,634.129,40.266,7724.03,0.3,0.8291,243.016
13884,50,0.9783,1.547,1,246.011,1313.54,64.65,0.63,1,244.476,600002,05-10-2018 20:29,635.783,8092.09,636.783,40.424,7724.04,0.3,0.8283,243.111
13885,50,0.9782,1.546,1,246.051,1313.54,64.65,0.63,1,244.443,600002,05-10-2018 20:30,635.536,8092.1,636.536,40.534,7724.04,0.3,0.8266,243.12
13886,50,0.98,1.54,1,246.17,1313.54,64.65,0.63,1,244.549,600002,05-10-2018 20:30,633.863,8092.1,634.863,40.664,7724.05,0.3,0.83,243.343
13887,50,0.9791,1.547,1,246.154,1313.54,64.65,0.63,1,244.646,600002,05-10-2018 20:31,634.496,8092.11,635.496,40.639,7724.06,0.3,0.8276,243.382
13888,50,0.98,1.537,1,246.333,1313.54,64.65,0.63,1,244.661,600002,05-10-2018 20:31,632.854,8092.11,633.854,40.782,7724.06,0.3,0.8289,243.418
13889,50,0.979,1.531,1,246.243,1313.55,64.65,0.63,1,244.723,600002,05-10-2018 20:32,632.73,8092.12,633.73,40.863,7724.07,0.3,0.8277,243.336
13890,50,0.9768,1.54,1,246.282,1313.55,64.65,0.63,1,244.718,600002,05-10-2018 20:32,634.139,8092.12,635.139,41.14,7724.07,0.3,0.8268,243.383
13891,50,0.98,1.543,1,246.318,1313.55,64.65,0.63,1,244.461,600002,05-10-2018 20:33,634.497,8092.13,635.497,40.71,7724.08,0.3,0.8283,243.311
13892,50,0.9789,1.54,1,246.234,1313.55,64.65,0.635,1,244.389,600002,05-10-2018 20:33,636.212,8092.14,637.212,40.639,7724.08,0.3,0.8283,243.125
13893,50,0.9789,1.544,1,246.236,1313.55,64.65,0.63,1,244.19,600002,05-10-2018 20:34,634.458,8092.14,635.458,40.922,7724.09,0.3,0.8282,243.319
13894,50,0.98,1.54,1,246.096,1313.55,64.65,0.63,1,244.378,600002,05-10-2018 20:34,634.197,8092.15,635.197,40.329,7724.09,0.3,0.8289,243.184
13895,50,0.98,1.545,1,246.127,1313.55,64.65,0.63,1,244.151,600002,05-10-2018 20:35,639.997,8092.15,640.997,41.228,7724.1,0.314,0.842,243.189
13896,50,0.98,1.541,1,245.94,1313.55,64.65,0.63,1,244.133,600002,05-10-2018 20:35,642.64,8092.16,643.64,42,7724.1,0.33,0.8511,242.982
13897,50,0.98,1.54,1,245.916,1313.55,64.65,0.648,1,244.009,600002,05-10-2018 20:36,648.063,8092.16,649.063,42,7724.11,0.33,0.85,243.004
13898,50,0.98,1.54,1,246.077,1313.55,64.65,0.636,1,244.17,600002,05-10-2018 20:36,644.064,8092.17,645.064,42,7724.11,0.33,0.85,242.936
13899,50,0.98,1.541,1,246.082,1313.55,64.65,0.637,1,244.189,600002,05-10-2018 20:37,644.227,8092.17,645.227,42,7724.12,0.33,0.85,242.966
13900,50,0.98,1.54,1,245.51,1313.55,64.65,0.633,1,244.304,600002,05-10-2018 20:37,642.712,8092.18,643.712,42,7724.12,0.33,0.85,243.005
13901,50,0.98,1.54,1,245.961,1313.55,64.65,0.635,1,244.098,600002,05-10-2018 20:38,643.57,8092.18,644.57,42,7724.13,0.33,0.85,242.882
13902,50,0.98,1.54,1,245.95,1313.55,64.65,0.637,1,244.25,600002,05-10-2018 20:38,644.263,8092.19,645.263,42,7724.14,0.33,0.85,242.677
13903,50,0.98,1.54,1,246.083,1313.55,64.65,0.635,1,244.282,600002,05-10-2018 20:39,644.141,8092.2,645.141,42,7724.14,0.33,0.85,242.776
13904,50,0.98,1.541,1,245.931,1313.55,64.65,0.634,1,244.389,600002,05-10-2018 20:39,644.33,8092.2,645.33,41.93,7724.15,0.33,0.8502,242.883
13905,50,0.98,1.542,1,246.03,1313.55,64.65,0.639,1,244.024,600002,05-10-2018 20:40,645.397,8092.21,646.397,42,7724.15,0.33,0.85,243.05
13906,50,0.98,1.546,1,246.097,1313.55,64.65,0.632,1,244.337,600002,05-10-2018 20:40,646.197,8092.21,647.197,41.866,7724.16,0.33,0.8513,243.083
13907,50,0.98,1.568,1,246.423,1313.55,64.65,0.632,1,244.477,600002,05-10-2018 20:41,652.397,8092.22,653.397,41.864,7724.16,0.33,0.851,242.989
13908,50,0.98,1.548,1,246.583,1313.55,64.65,0.633,1,244.456,600002,05-10-2018 20:41,645.996,8092.22,646.996,41.53,7724.17,0.33,0.8537,242.937
13909,50,0.98,1.547,1,246.643,1313.55,64.65,0.637,1,244.336,600002,05-10-2018 20:42,644.997,8092.23,645.997,41.528,7724.17,0.33,0.8549,242.937
13910,50,0.98,1.537,1,246.637,1313.55,64.65,0.635,1,244.557,600002,05-10-2018 20:42,643.796,8092.23,644.796,41.798,7724.18,0.33,0.853,242.977
13911,50,0.98,1.548,1,246.577,1313.55,64.65,0.63,1,244.523,600002,05-10-2018 20:43,645.797,8092.24,646.797,41.662,7724.18,0.33,0.8536,242.963
13912,50,0.98,1.547,1,246.329,1313.55,64.65,0.63,1,244.47,600002,05-10-2018 20:43,645.262,8092.24,646.262,41.729,7724.19,0.33,0.8529,242.89
13913,50,0.98,1.571,1,246.376,1313.55,64.65,0.63,1,244.57,600002,05-10-2018 20:44,652.664,8092.25,653.664,42.063,7724.19,0.33,0.8511,243.135
13914,50,0.98,1.562,1,246.475,1313.55,64.65,0.63,1,244.971,600002,05-10-2018 20:44,649.929,8092.26,650.929,42.066,7724.2,0.33,0.85,243.176
13915,50,0.98,1.596,1,246.605,1313.55,64.65,0.632,1,245.018,600002,05-10-2018 20:45,661.497,8092.26,662.497,42.141,7724.21,0.33,0.8525,243.355
13916,50,0.98,1.549,1,246.677,1313.55,64.65,0.63,1,244.902,600002,05-10-2018 20:45,647.33,8092.27,648.33,41.729,7724.21,0.33,0.8524,243.244
13917,50,0.98,1.533,1,246.53,1313.55,64.65,0.63,1,244.776,600002,05-10-2018 20:46,642.197,8092.27,643.197,41.462,7724.22,0.33,0.8542,243.063
13918,50,0.98,1.541,1,246.526,1313.56,64.65,0.635,1,244.574,600002,05-10-2018 20:46,645.211,8092.28,646.211,41.927,7724.22,0.33,0.8503,243.117
13919,50,0.98,1.546,1,246.457,1313.56,64.65,0.634,1,244.77,600002,05-10-2018 20:47,646.731,8092.28,647.731,41.595,7724.23,0.33,0.855,243.15
13920,50,0.98,1.538,1,246.613,1313.56,64.65,0.64,1,244.777,600002,05-10-2018 20:47,644.639,8092.29,645.639,41.639,7724.23,0.33,0.8539,243.204
13921,50,0.98,1.541,1,246.71,1313.56,64.65,0.634,1,244.563,600002,05-10-2018 20:48,644.597,8092.29,645.597,41.463,7724.24,0.33,0.8544,243.228
13922,50,0.98,1.564,1,246.611,1313.56,64.65,0.637,1,244.409,600002,05-10-2018 20:48,651.797,8092.3,652.797,42.064,7724.24,0.33,0.8502,243.303
13923,50,0.98,1.54,1,246.624,1313.56,64.65,0.636,1,244.482,600002,05-10-2018 20:49,643.996,8092.31,644.996,41.597,7724.25,0.33,0.8557,243.089
13924,50,0.98,1.595,1,246.711,1313.56,64.65,0.63,1,244.563,600002,05-10-2018 20:49,656.731,8092.31,657.731,41.863,7724.25,0.33,0.8524,243.284
13925,50,0.98,1.641,1,246.754,1313.56,64.65,0.63,1,244.689,600002,05-10-2018 20:50,670.496,8092.32,671.496,41.569,7724.26,0.33,0.8533,243.219
13926,50,0.98,1.682,1,246.504,1313.56,64.65,0.636,1,244.59,600002,05-10-2018 20:50,683.855,8092.32,684.855,42.14,7724.26,0.33,0.8519,243.304
13927,50,0.98,1.704,1,246.509,1313.56,64.65,0.632,1,244.756,600002,05-10-2018 20:51,690.73,8092.33,691.73,41.995,7724.27,0.33,0.8516,243.224
13928,50,0.98,1.684,1,246.464,1313.56,64.65,0.63,1,244.676,600002,05-10-2018 20:51,683.264,8092.33,684.264,41.729,7724.28,0.33,0.8524,243.223
13929,50,0.98,1.68,1,246.482,1313.56,64.65,0.64,1,244.769,600002,05-10-2018 20:52,684.531,8092.34,685.531,41.932,7724.28,0.33,0.8517,243.27
13930,50,0.98,1.68,1,246.417,1313.56,64.65,0.64,1,244.745,600002,05-10-2018 20:52,684.73,8092.35,685.73,42.197,7724.29,0.33,0.8516,243.283
13931,50,0.98,1.697,1,246.391,1313.56,64.65,0.64,1,244.664,600002,05-10-2018 20:53,689.93,8092.35,690.93,41.998,7724.29,0.33,0.851,243.237
13932,50,0.98,1.706,1,246.309,1313.56,64.65,0.64,1,244.643,600002,05-10-2018 20:53,692.196,8092.36,693.196,42,7724.3,0.33,0.85,243.264
13933,50,0.98,1.617,1,246.47,1313.56,64.65,0.64,1,244.649,600002,05-10-2018 20:54,666.797,8092.36,667.797,42.131,7724.3,0.33,0.85,243.177
13934,50,0.98,1.619,1,246.566,1313.56,64.65,0.64,1,244.989,600002,05-10-2018 20:54,665.767,8092.37,666.767,42.228,7724.31,0.33,0.85,243.405
13935,50,0.98,1.616,1,246.542,1313.56,64.65,0.64,1,244.971,600002,05-10-2018 20:55,664.997,8092.37,665.997,41.93,7724.32,0.33,0.8524,243.217
13936,50,0.98,1.615,1,246.391,1313.56,64.65,0.64,1,245.012,600002,05-10-2018 20:55,664.462,8092.38,665.462,41.664,7724.32,0.33,0.8536,243.076
13937,50,0.98,1.625,1,246.643,1313.56,64.65,0.645,1,244.95,600002,05-10-2018 20:56,669.796,8092.39,670.796,41.663,7724.33,0.33,0.8543,243.211
13938,50.01,0.98,1.624,1,246.663,1313.56,64.65,0.64,1,245.171,600002,05-10-2018 20:56,667.931,8092.39,668.931,42.33,7724.33,0.33,0.851,243.477
13939,50,0.98,1.614,1,246.683,1313.56,64.65,0.64,1,245.19,600002,05-10-2018 20:57,666.863,8092.4,667.863,42.263,7724.34,0.33,0.851,243.55
13940,50.05,0.98,1.62,1,246.784,1313.56,64.65,0.643,1,245.297,600002,05-10-2018 20:57,667.264,8092.4,668.264,42.463,7724.34,0.33,0.85,243.643
13941,50,0.98,1.612,1,246.77,1313.56,64.65,0.653,1,245.365,600002,05-10-2018 20:58,670.463,8092.41,671.463,42.664,7724.35,0.33,0.8502,243.536
13942,50,0.98,1.62,1,246.933,1313.56,64.65,0.67,1,245.318,600002,05-10-2018 20:58,675.426,8092.41,676.426,42.424,7724.35,0.33,0.8519,243.589
13943,50.07,0.98,1.62,1,247.109,1313.56,64.65,0.669,1,245.444,600002,05-10-2018 20:59,675.931,8092.42,676.931,42.799,7724.36,0.33,0.8506,243.656
13944,50.1,0.98,1.62,1,247.27,1313.56,64.65,0.65,1,245.564,600002,05-10-2018 20:59,670.396,8092.43,671.396,42.331,7724.37,0.33,0.8516,243.718
13945,50.1,0.98,1.62,1,247.216,1313.56,64.65,0.645,1,245.424,600002,05-10-2018 21:00,668.53,8092.43,669.53,42.199,7724.37,0.33,0.8516,243.73
13946,50.05,0.98,1.618,1,247.097,1313.57,64.65,0.65,1,245.404,600002,05-10-2018 21:00,671.063,8092.44,672.063,42.396,7724.38,0.33,0.8516,243.59
13947,50,0.9784,1.614,1,246.761,1313.57,64.65,1.31,0.9962,244.975,600002,05-10-2018 21:01,828.925,8092.44,831.496,57.568,7724.38,0.33,0.8504,243.583
13948,50,0.98,1.619,1,246.876,1313.57,64.65,2.321,1,244.356,600002,05-10-2018 21:01,1091.13,8092.45,1091.13,42.796,7724.39,0.33,0.85,243.463
13949,50,0.98,1.62,1,246.797,1313.57,64.65,2.31,1,244.378,600002,05-10-2018 21:02,1092,8092.46,1092,42.93,7724.4,0.33,0.85,243.563
13950,50,0.98,1.616,1,246.73,1313.57,64.65,0.66,1,244.791,600002,05-10-2018 21:02,700.064,8092.47,700.998,42.396,7724.41,0.33,0.851,243.41
13951,50,0.98,1.611,1,246.67,1313.57,64.65,0.865,1,244.83,600002,05-10-2018 21:03,722.064,8092.47,722.931,42.397,7724.41,0.33,0.8503,243.424
13952,50,0.98,1.61,1,246.73,1313.57,64.65,1.918,1,244.331,600002,05-10-2018 21:03,1020.33,8092.48,1020.47,43,7724.42,0.33,0.85,243.511
13953,50,0.98,1.614,1,246.656,1313.57,64.65,0.66,1,244.783,600002,05-10-2018 21:04,670.862,8092.49,671.862,42.598,7724.43,0.33,0.8506,243.511
13954,50,0.98,1.618,1,246.616,1313.57,64.65,0.66,1,244.59,600002,05-10-2018 21:04,671.264,8092.49,672.264,42.064,7724.43,0.33,0.8523,243.31
13955,49.98,0.98,1.618,1,246.502,1313.57,64.65,0.66,1,244.638,600002,05-10-2018 21:05,671.265,8092.5,672.265,42.263,7724.44,0.33,0.8524,243.157
13956,49.83,0.98,1.612,1,246.549,1313.57,64.65,0.662,1,244.65,600002,05-10-2018 21:05,670.064,8092.51,671.064,42.064,7724.44,0.33,0.853,243.044
13957,49.87,0.98,1.613,1,246.403,1313.57,64.65,0.669,1,244.576,600002,05-10-2018 21:06,673.93,8092.51,674.93,42.064,7724.45,0.33,0.851,243.089
13958,49.95,0.98,1.613,1,246.417,1313.57,64.65,0.66,1,244.689,600002,05-10-2018 21:06,669.729,8092.52,670.729,42.264,7724.46,0.33,0.853,243.151
13959,50,0.98,1.613,1,246.477,1313.57,64.65,0.66,1,244.849,600002,05-10-2018 21:07,669.798,8092.52,670.798,41.93,7724.46,0.33,0.851,243.043
13960,50,0.98,1.619,1,246.425,1313.57,64.65,0.655,1,244.783,600002,05-10-2018 21:07,669.782,8092.53,670.782,42.496,7724.47,0.33,0.8506,243.205
13961,50,0.98,1.615,1,246.444,1313.57,64.65,0.651,1,244.704,600002,05-10-2018 21:08,668.93,8092.53,669.93,42.663,7724.47,0.33,0.85,243.211
13962,49.98,0.98,1.61,1,246.382,1313.57,64.65,0.653,1,244.682,600002,05-10-2018 21:08,668.64,8092.54,669.64,42.283,7724.48,0.33,0.8518,243.161
13963,49.88,0.98,1.61,1,246.247,1313.57,64.65,0.65,1,244.589,600002,05-10-2018 21:09,667.569,8092.55,668.569,42.141,7724.48,0.33,0.8504,243.062
13964,49.8,0.98,1.743,1,246.263,1313.57,64.65,0.65,1,244.49,600002,05-10-2018 21:09,696.597,8092.55,697.597,42.197,7724.49,0.33,0.8505,243.122
13965,49.87,0.98,1.81,1,246.25,1313.57,64.65,0.65,1,244.503,600002,05-10-2018 21:10,717.729,8092.56,718.729,42.53,7724.5,0.33,0.8513,243.131
13966,49.84,0.98,1.791,1,246.15,1313.57,64.65,0.65,1,244.323,600002,05-10-2018 21:10,712.798,8092.56,713.798,42.065,7724.5,0.33,0.8516,243.016
13967,49.85,0.98,1.79,1,246.078,1313.57,64.65,0.65,1,244.424,600002,05-10-2018 21:11,712.864,8092.57,713.864,41.864,7724.51,0.33,0.8536,242.837
13968,50,0.98,1.791,1,246.197,1313.57,64.65,0.65,1,244.464,600002,05-10-2018 21:11,712.797,8092.58,713.797,41.396,7724.51,0.33,0.855,243.004
13969,50,0.98,1.794,1,246.27,1313.57,64.65,0.65,1,244.497,600002,05-10-2018 21:12,713.396,8092.58,714.396,41.331,7724.52,0.33,0.8511,243.057
13970,50,0.98,1.793,1,246.284,1313.57,64.65,0.65,1,244.523,600002,05-10-2018 21:12,706.13,8092.59,707.13,41,7724.53,0.305,0.8284,242.83
13971,49.93,0.98,1.801,1,246.218,1313.57,64.65,0.65,1,244.232,600002,05-10-2018 21:13,705.139,8092.59,706.139,41,7724.53,0.3,0.82,242.733
13972,50,0.98,1.779,1,246.404,1313.57,64.65,0.65,1,244.361,600002,05-10-2018 21:13,700.14,8092.6,701.14,41,7724.54,0.3,0.82,242.883
13973,50,0.98,1.79,1,246.457,1313.57,64.65,0.65,1,244.417,600002,05-10-2018 21:14,702.797,8092.6,703.797,41,7724.54,0.3,0.82,242.876
13974,50,0.98,1.791,1,246.71,1313.58,64.65,0.65,1,243.323,600002,05-10-2018 21:14,702.53,8092.61,703.53,41,7724.55,0.3,0.82,242.99
13975,50,0.98,1.791,1,246.816,1313.58,64.65,0.65,1,243.316,600002,05-10-2018 21:15,703.795,8092.62,704.795,41,7724.55,0.3,0.82,243.049
13976,50,0.98,1.784,1,246.804,1313.58,64.65,0.65,1,243.43,600002,05-10-2018 21:15,701.53,8092.62,702.53,41,7724.56,0.3,0.82,243.03
13977,50,0.98,1.792,1,246.83,1313.58,64.65,0.65,1,243.41,600002,05-10-2018 21:16,702.931,8092.63,703.931,41,7724.57,0.3,0.82,242.97
13978,50,0.98,1.79,1,246.462,1313.58,64.65,0.649,1,243.19,600002,05-10-2018 21:16,701.33,8092.63,702.33,41,7724.57,0.3,0.82,243.016
13979,50,0.98,1.79,1,246.384,1313.58,64.65,0.65,1,243.144,600002,05-10-2018 21:17,700.862,8092.64,701.862,41,7724.58,0.3,0.82,242.944
13980,50,0.98,1.788,1,246.583,1313.58,64.65,0.648,1,243.27,600002,05-10-2018 21:17,700.863,8092.65,701.863,41,7724.58,0.3,0.82,243.043
13981,50,0.98,1.779,1,246.691,1313.58,64.65,0.65,1,243.377,600002,05-10-2018 21:18,698.597,8092.65,699.597,40.931,7724.59,0.299,0.8205,243.07
13982,50,0.98,1.79,1,246.677,1313.58,64.65,0.65,1,243.377,600002,05-10-2018 21:18,701.797,8092.66,702.797,41,7724.6,0.3,0.82,243.285
13983,50,0.98,1.79,1,246.476,1313.58,64.65,0.65,1,242.997,600002,05-10-2018 21:19,700.798,8092.66,701.798,41,7724.6,0.3,0.82,243.531
13984,50,0.98,1.793,1,246.416,1313.58,64.65,0.65,1,243.408,600002,05-10-2018 21:19,701.596,8092.67,702.596,41,7724.61,0.3,0.82,243.418
13985,50,0.98,1.791,1,246.544,1313.58,64.65,0.504,1,243.31,600002,05-10-2018 21:20,666.464,8092.68,667.464,41.597,7724.61,0.31,0.8324,243.563
13986,50.03,0.98,2.118,0.9989,246.476,1313.58,64.65,0.48,1,243.437,600002,05-10-2018 21:20,729.53,8092.68,730.729,44.462,7724.62,0.33,0.8502,243.643
13987,50.07,0.9818,2.214,1,246.882,1313.58,64.65,6.276,0.9911,241.761,600002,05-10-2018 21:21,2179.85,8092.7,2195.71,116.996,7724.64,0.33,0.846,244.21
13988,50.1,0.99,2.224,1,247.119,1313.58,64.65,7.225,1,241.598,600002,05-10-2018 21:21,2442.21,8092.72,2442.21,42.496,7724.66,0.33,0.8461,244.433
13989,50.1,0.99,2.216,1,247.211,1313.58,64.65,7.31,1,241.416,600002,05-10-2018 21:22,2458.66,8092.74,2458.66,42.531,7724.68,0.33,0.8443,244.397
13990,50.1,0.99,2.212,1,247.261,1313.58,64.65,7.437,1,241.331,600002,05-10-2018 21:22,2487.71,8092.76,2487.71,42.353,7724.7,0.33,0.8475,244.347
13991,50.1,0.99,2.211,1,247.276,1313.58,64.65,7.56,1,241.233,600002,05-10-2018 21:23,2519.14,8092.78,2519.14,42.639,7724.72,0.33,0.8447,244.44
13992,50.1,0.99,2.216,1,247.428,1313.58,64.65,7.658,1,241.19,600002,05-10-2018 21:23,2544.84,8092.8,2544.84,42.381,7724.74,0.33,0.8459,244.466
13993,50.07,0.99,2.212,1,247.454,1313.58,64.65,7.714,1,241.215,600002,05-10-2018 21:24,2557.62,8092.82,2557.62,42.371,7724.76,0.33,0.847,244.347
13994,50.1,0.99,2.217,1,247.536,1313.58,64.65,7.686,1,241.243,600002,05-10-2018 21:24,2542.53,8092.84,2542.53,42,7724.78,0.33,0.85,244.143
13995,50.02,0.99,2.213,1,247.512,1313.58,64.65,8.513,1,240.862,600002,05-10-2018 21:25,2744.07,8092.87,2744.07,42.141,7724.8,0.33,0.849,244.146
