,Frequency,TotalPf,b_phase_current,b_phase_pf,b_phase_voltage,lag_only_reactive_energy,lead_only_reactive_energy,r_phase_current,r_phase_pf,r_phase_voltage,meter serial_no,timestamp,total_active_power,total_apparent_energy,total_apparent_power,total_reactive_power,total_real_energy,y_phase_current,y_phase_pf,y_phase_voltage
155,50,0.99,1.13,1,247.831,1292.33,63.95,7.136,1,243.769,600002,01-10-2018 01:17,2177.2,7944.82,2177.2,47.53,7581.74,0.45,0.9,243.077
156,50,0.99,1.13,1,247.977,1292.33,63.95,7.162,1,243.523,600002,01-10-2018 01:18,2180.6,7944.84,2180.6,47.997,7581.76,0.45,0.8963,242.87
157,50,0.971,1.13,1,247.257,1292.33,63.95,0.763,1,245.41,600002,01-10-2018 01:18,585.264,7944.84,587.13,47.73,7581.77,0.45,0.8963,242.636
158,50,0.97,1.13,1,247.124,1292.33,63.95,0.432,1,245.396,600002,01-10-2018 01:19,503.528,7944.85,505.528,47.462,7581.77,0.45,0.8969,242.557
159,50,0.97,1.13,1,247.77,1292.33,63.95,0.433,1,245.031,600002,01-10-2018 01:19,504.729,7944.85,506.729,46.731,7581.77,0.45,0.8989,242.317
160,50,0.9203,11.263,0.9203,244.417,1292.34,63.95,0.432,1,245.629,600002,01-10-2018 01:20,2746.33,7944.87,2979.6,1137.53,7581.8,0.45,0.8957,242.537
161,50,0.9103,12.478,0.9083,244.083,1292.35,63.95,0.43,1,246.048,600002,01-10-2018 01:20,3008.43,7944.9,3277,1300.43,7581.82,0.45,0.8968,242.817
162,50,0.91,12.402,0.9056,244.15,1292.36,63.95,0.43,1,247.29,600002,01-10-2018 01:21,2987.06,7944.93,3259.4,1305.4,7581.85,0.45,0.897,242.61
163,50,0.91,12.409,0.91,243.912,1292.37,63.95,0.43,1,247.303,600002,01-10-2018 01:21,2988.43,7944.96,3257.57,1298.35,7581.87,0.45,0.8946,242.747
164,50,0.9457,5.456,0.9637,246.156,1292.38,63.95,0.431,1,246.337,600002,01-10-2018 01:22,1460.93,7944.97,1563.4,523.998,7581.88,0.45,0.897,242.696
165,50,0.9837,1.13,1,247.69,1292.38,63.95,4.937,1,244.436,600002,01-10-2018 01:22,1628,7944.98,1628.61,47.689,7581.9,0.45,0.9,242.859
166,50,0.99,1.13,1,247.997,1292.38,63.95,7.214,1,243.73,600002,01-10-2018 01:23,2196.53,7945,2196.53,47.997,7581.92,0.45,0.897,243.149
167,50,0.99,1.13,1,247.933,1292.38,63.95,7.123,1,243.833,600002,01-10-2018 01:23,2174.78,7945.02,2174.78,48,7581.93,0.45,0.8989,243.226
168,50,0.99,1.131,1,247.863,1292.38,63.95,7.09,1,243.87,600002,01-10-2018 01:24,2167.33,7945.04,2167.33,47.931,7581.95,0.45,0.8976,243.211
169,50,0.99,1.13,1,247.9,1292.38,63.95,7.125,1,243.92,600002,01-10-2018 01:24,2174.54,7945.06,2174.54,47.688,7581.97,0.45,0.9,243.05
170,50.01,0.99,1.13,1,248.044,1292.38,63.95,7.158,1,243.449,600002,01-10-2018 01:25,2178.6,7945.07,2178.6,48.463,7581.99,0.45,0.8943,243.383
171,50.03,0.99,1.13,1,248.022,1292.38,63.95,7.196,1,243.099,600002,01-10-2018 01:25,2184.75,7945.09,2184.75,49.081,7582.01,0.453,0.8915,243.446
172,50.02,0.9713,2.325,0.9884,247.352,1292.38,63.95,3.928,1,244.374,600002,01-10-2018 01:26,1617.23,7945.1,1662.84,210.075,7582.02,0.45,0.8975,243.305
173,50.1,0.9217,12.825,0.9203,243.704,1292.39,63.95,0.43,1,246.443,600002,01-10-2018 01:26,3123.4,7945.13,3360.8,1240.86,7582.05,0.452,0.8924,243.484
174,50,0.91,12.338,0.9079,243.804,1292.4,63.95,0.43,1,246.111,600002,01-10-2018 01:27,2975.53,7945.16,3242.93,1290.73,7582.07,0.45,0.8936,243.35
175,50.01,0.91,12.293,0.909,243.797,1292.41,63.95,0.43,1,247.104,600002,01-10-2018 01:27,2958.93,7945.19,3229.06,1294.33,7582.09,0.45,0.8916,243.41
176,50.05,0.9192,10.563,0.9238,244.352,1292.42,63.95,0.43,1,247.575,600002,01-10-2018 01:28,2613.3,7945.21,2842.92,1115.07,7582.12,0.45,0.8943,243.344
177,50.02,0.9707,1.13,1,247.361,1292.42,63.95,0.434,1,246.104,600002,01-10-2018 01:28,504.711,7945.22,506.711,47.567,7582.12,0.45,0.8976,242.99
178,50,0.97,1.13,1,247.29,1292.42,63.95,0.438,1,246.061,600002,01-10-2018 01:29,505.282,7945.22,507.282,47.639,7582.12,0.45,0.8984,242.79
179,50,0.9763,1.13,1,247.79,1292.42,63.95,0.557,1,245.789,600002,01-10-2018 01:29,544.064,7945.23,545.729,47.396,7582.13,0.45,0.8977,242.843
180,50,0.977,1.13,1,247.606,1292.42,63.95,0.58,1,246.15,600002,01-10-2018 01:30,549.663,7945.23,551.663,47.796,7582.13,0.45,0.897,242.803
181,50,0.977,1.13,1,248.003,1292.43,63.95,3.496,0.9911,244.983,600002,01-10-2018 01:30,1261.46,7945.24,1275,101.663,7582.14,0.45,0.8977,242.883
182,50,0.99,1.13,1,248.419,1292.43,63.95,7.381,1,243.454,600002,01-10-2018 01:31,2244.35,7945.26,2244.35,48.212,7582.16,0.453,0.8961,243.182
183,50,0.99,1.13,1,248.351,1292.43,63.95,7.29,1,243.256,600002,01-10-2018 01:31,2218.13,7945.28,2218.13,48.131,7582.18,0.45,0.8964,243.104
184,50,0.99,1.13,1,248.467,1292.43,63.95,7.263,1,242.775,600002,01-10-2018 01:32,2206.53,7945.3,2206.53,48.382,7582.2,0.45,0.8966,243.104
185,50,0.99,1.13,1,248.117,1292.43,63.95,7.305,1,242.529,600002,01-10-2018 01:32,2215,7945.31,2215,48.462,7582.22,0.45,0.8956,243.136
186,50,0.961,7.47,0.9478,245.909,1292.43,63.95,7.321,1,243.396,600002,01-10-2018 01:33,3621.26,7945.34,3723.46,748.797,7582.25,0.454,0.8902,243.358
187,50,0.9351,12.52,0.9036,244.236,1292.44,63.95,7.337,1,243.764,600002,01-10-2018 01:33,4732,7945.39,4917.33,1338.53,7582.29,0.457,0.8903,243.389
188,50,0.932,12.426,0.9,244.212,1292.45,63.95,7.337,1,243.651,600002,01-10-2018 01:34,4699,7945.42,4888.23,1348.38,7582.32,0.458,0.89,243.328
189,50,0.911,12.387,0.9063,243.631,1292.46,63.95,0.886,1,246.457,600002,01-10-2018 01:34,3100.66,7945.45,3362.8,1299.86,7582.35,0.45,0.8916,242.883
190,50,0.91,12.307,0.9061,243.418,1292.48,63.95,0.578,1,247.111,600002,01-10-2018 01:35,3004.28,7945.48,3269.64,1291.35,7582.38,0.45,0.8926,242.911
191,50,0.9475,6.282,0.9567,245.613,1292.48,63.95,0.577,1,246.32,600002,01-10-2018 01:35,1681.15,7945.5,1805.77,623.921,7582.39,0.45,0.8943,242.921
192,50,0.9784,1.13,1,247.497,1292.48,63.95,0.58,1,245.437,600002,01-10-2018 01:36,549.729,7945.5,551.729,47.665,7582.4,0.45,0.8984,242.837
193,50,0.979,1.13,1,247.498,1292.48,63.95,0.58,1,245.374,600002,01-10-2018 01:36,549.689,7945.51,551.613,47.381,7582.4,0.45,0.899,242.775
194,50,0.9789,1.13,1,247.436,1292.48,63.95,0.58,1,245.567,600002,01-10-2018 01:37,549.92,7945.51,551.844,47.689,7582.4,0.45,0.8989,242.882
195,50,0.9775,1.13,1,247.604,1292.48,63.95,0.58,1,245.391,600002,01-10-2018 01:37,549.855,7945.52,551.855,47.998,7582.41,0.452,0.8975,243.025
196,50,0.98,1.13,1,247.805,1292.48,63.95,0.58,1,244.911,600002,01-10-2018 01:38,550.212,7945.52,552.212,47.64,7582.41,0.45,0.9,243.011
197,50,0.9703,1.13,1,248.047,1292.48,63.95,1.427,0.9899,244.326,600002,01-10-2018 01:38,738.354,7945.53,756.068,112.854,7582.42,0.451,0.8953,243.27
198,50,0.99,1.13,1,248.563,1292.48,63.95,7.413,1,242.277,600002,01-10-2018 01:39,2239.06,7945.55,2239.06,48.863,7582.44,0.46,0.8936,243.55
199,50,0.99,1.13,1,248.826,1292.49,63.95,7.355,1,242.096,600002,01-10-2018 01:39,2225.57,7945.57,2225.57,49.282,7582.46,0.457,0.8905,243.626
200,50,0.9582,8.763,0.9426,246.361,1292.49,63.95,7.275,1,242.903,600002,01-10-2018 01:40,3729.71,7945.6,3829.28,772.711,7582.49,0.46,0.8918,243.604
201,50,0.9347,12.569,0.8998,245.155,1292.5,63.95,7.281,1,243.906,600002,01-10-2018 01:40,4731.75,7945.64,4924.25,1364.91,7582.53,0.454,0.8914,243.765
202,50,0.93,12.459,0.9,245.111,1292.51,63.95,7.269,1,245.032,600002,01-10-2018 01:41,4707.64,7945.68,4902.07,1368.5,7582.57,0.46,0.8926,243.74
203,50.05,0.93,12.421,0.8983,245.361,1292.53,63.95,7.279,1,245.44,600002,01-10-2018 01:41,4703.07,7945.72,4900.78,1379.85,7582.61,0.46,0.8939,243.854
204,50.01,0.9619,4.346,0.9711,247.354,1292.53,63.95,1.867,1,246.304,600002,01-10-2018 01:42,1755.85,7945.74,1840.78,515.783,7582.62,0.45,0.8968,243.419
205,50.1,0.9726,1.13,1,247.997,1292.53,63.95,0.58,1,246.361,600002,01-10-2018 01:42,550.353,7945.75,552.353,48.568,7582.63,0.45,0.8926,243.325
206,50.1,0.9783,1.13,1,247.911,1292.53,63.95,0.58,1,246.397,600002,01-10-2018 01:43,550.639,7945.75,552.639,47.855,7582.63,0.45,0.8975,243.361
207,50.1,0.9784,1.13,1,247.903,1292.53,63.95,0.58,1,246.472,600002,01-10-2018 01:43,550.13,7945.76,552.063,47.998,7582.64,0.45,0.8963,243.343
208,50.1,0.9789,1.13,1,247.911,1292.53,63.95,0.58,1,246.453,600002,01-10-2018 01:44,550.568,7945.76,552.568,47.925,7582.64,0.45,0.8983,243.361
209,50.1,0.9785,1.13,1,247.99,1292.53,63.95,0.58,1,246.078,600002,01-10-2018 01:44,550.748,7945.77,552.684,47.997,7582.65,0.45,0.8978,243.353
210,50,0.9783,1.13,1,247.861,1292.53,63.95,0.58,1,245.483,600002,01-10-2018 01:45,550.568,7945.77,552.497,47.782,7582.65,0.45,0.8983,243.217
211,50,0.9784,1.13,1,247.79,1292.53,63.95,0.584,1,244.87,600002,01-10-2018 01:45,550.13,7945.78,552.13,47.862,7582.66,0.45,0.8984,243.244
212,50,0.9651,4.339,0.9798,246.584,1292.54,63.95,0.583,1,245.316,600002,01-10-2018 01:46,1259.86,7945.79,1326.53,374.932,7582.67,0.45,0.8993,243.357
213,50,0.9379,12.669,0.9077,244.43,1292.55,63.95,7.032,1,244.911,600002,01-10-2018 01:46,4725,7945.83,4926.26,1380.93,7582.71,0.46,0.8903,243.902
214,50,0.9324,12.417,0.9,244.83,1292.56,63.95,7.27,1,244.751,600002,01-10-2018 01:47,4694.26,7945.87,4885.6,1355.66,7582.74,0.46,0.89,243.99
215,50.09,0.93,12.391,0.9,244.956,1292.57,63.95,7.228,1,245.13,600002,01-10-2018 01:47,4681.73,7945.91,4874.46,1358.93,7582.78,0.46,0.89,244.024
216,50,0.9306,12.42,0.9,244.776,1292.58,63.95,7.206,1,245.653,600002,01-10-2018 01:48,4687.78,7945.95,4879.71,1356.43,7582.82,0.46,0.8911,243.911
217,50,0.9749,4.102,0.973,247.556,1292.59,63.95,7.281,1,244.542,600002,01-10-2018 01:48,2878.73,7945.98,2928.33,391.329,7582.85,0.46,0.8937,243.677
218,50,0.99,1.13,1,248.81,1292.59,63.95,7.273,1,244.076,600002,01-10-2018 01:49,2222.28,7946,2222.28,49.14,7582.86,0.46,0.8933,243.712
219,50,0.9872,1.13,1,248.803,1292.59,63.95,5.331,1,244.55,600002,01-10-2018 01:49,1736.2,7946.01,1736.73,48.862,7582.88,0.456,0.8926,243.443
220,50,0.9763,1.13,1,248.217,1292.59,63.95,0.58,1,245.95,600002,01-10-2018 01:50,550.531,7946.01,552.531,48.262,7582.88,0.45,0.8963,243.023
221,50,0.9782,1.13,1,248.332,1292.59,63.95,0.58,1,245.453,600002,01-10-2018 01:50,550.212,7946.02,552.212,47.997,7582.89,0.45,0.8982,243.025
222,50,0.9771,1.13,1,248.31,1292.59,63.95,0.58,1,245.531,600002,01-10-2018 01:51,550.13,7946.02,552.13,48.197,7582.89,0.45,0.8964,243.076
223,50,0.9783,1.13,1,248.454,1292.59,63.95,0.58,1,245.554,600002,01-10-2018 01:51,551.354,7946.03,553.212,47.998,7582.9,0.45,0.8983,243.14
224,50,0.9723,1.13,1,248.198,1292.59,63.95,0.58,1,245.524,600002,01-10-2018 01:52,550.462,7946.03,552.462,49.062,7582.9,0.454,0.8923,243.409
225,50,0.9712,1.13,1,248.043,1292.59,63.95,0.58,1,245.569,600002,01-10-2018 01:52,550.395,7946.04,552.395,49.197,7582.91,0.46,0.8924,243.737
226,50,0.9347,9.597,0.9412,245.375,1292.6,63.95,0.58,1,246.711,600002,01-10-2018 01:53,2448.5,7946.06,2623.14,924.211,7582.93,0.46,0.8912,243.791
227,50,0.9116,12.519,0.9063,244.111,1292.61,63.95,0.58,1,247.21,600002,01-10-2018 01:53,3063.4,7946.09,3330.8,1308.8,7582.95,0.46,0.8904,243.877
228,50,0.91,12.416,0.9034,244.062,1292.62,63.95,0.58,1,247.161,600002,01-10-2018 01:54,3031.63,7946.11,3303.91,1314.36,7582.98,0.46,0.8916,244.024
229,50,0.9205,12.47,0.9055,244.369,1292.63,63.95,3.239,1,246.976,600002,01-10-2018 01:54,3623.43,7946.15,3863,1318.93,7583.01,0.46,0.8918,243.875
230,50,0.949,9.426,0.9227,245.675,1292.64,63.95,7.332,1,244.997,600002,01-10-2018 01:55,4062.5,7946.18,4198.93,1004.42,7583.04,0.46,0.8906,244.126
231,50,0.99,1.13,1,248.581,1292.64,63.95,7.265,1,243.859,600002,01-10-2018 01:55,2217.07,7946.2,2217.07,49.304,7583.06,0.46,0.8943,244.028
232,50,0.99,1.13,1,248.558,1292.64,63.95,7.209,1,243.429,600002,01-10-2018 01:56,2199.77,7946.22,2199.77,49.613,7583.08,0.46,0.8921,244.174
233,50,0.99,1.13,1,248.684,1292.64,63.95,7.227,1,243.395,600002,01-10-2018 01:56,2204.31,7946.24,2204.31,49.685,7583.1,0.46,0.8915,244.092
234,50,0.99,1.13,1,248.589,1292.64,63.95,7.255,1,243.611,600002,01-10-2018 01:57,2212.78,7946.26,2212.78,49.425,7583.11,0.46,0.8921,244.082
235,50,0.99,1.13,1,248.435,1292.64,63.95,7.248,1,244.127,600002,01-10-2018 01:57,2215.46,7946.28,2215.46,49.844,7583.13,0.46,0.89,244.105
236,50,0.9866,1.13,1,248.211,1292.64,63.95,5.672,1,244.55,600002,01-10-2018 01:58,1852.8,7946.29,1853.2,49.063,7583.15,0.458,0.8905,243.817
237,50,0.9723,1.13,1,247.897,1292.64,63.95,0.58,1,246.157,600002,01-10-2018 01:58,550.464,7946.3,552.464,48.864,7583.15,0.46,0.893,243.65
238,50,0.9718,1.13,1,248.318,1292.64,63.95,0.58,1,245.876,600002,01-10-2018 01:59,551.425,7946.3,553.425,49.21,7583.16,0.458,0.8918,243.57
239,50,0.9564,5.141,0.9718,247.024,1292.64,63.95,0.58,1,246.07,600002,01-10-2018 01:59,1272.13,7946.31,1339.6,380.865,7583.17,0.46,0.8916,243.609
240,50,0.9083,12.698,0.9068,244.541,1292.65,63.95,0.58,1,247.126,600002,01-10-2018 02:00,3113.14,7946.34,3385.35,1330.35,7583.19,0.46,0.8933,243.811
241,50,0.9,12.441,0.9,244.746,1292.67,63.95,0.579,1,247.232,600002,01-10-2018 02:00,3023.35,7946.37,3318.07,1368.14,7583.22,0.46,0.89,243.825
242,50,0.9,12.44,0.9,244.832,1292.68,63.95,0.58,1,248.025,600002,01-10-2018 02:01,3024.85,7946.4,3319.5,1368.28,7583.25,0.46,0.89,244.019
243,50,0.905,11.637,0.9071,245.119,1292.69,63.95,0.503,1,247.769,600002,01-10-2018 02:01,2826.78,7946.42,3101.14,1271.64,7583.27,0.46,0.8907,243.969
244,50,0.97,1.13,1,248.196,1292.69,63.95,0.44,1,246.164,600002,01-10-2018 02:02,508.397,7946.43,510.397,49.596,7583.27,0.46,0.8903,243.897
245,50,0.97,1.129,1,248.061,1292.69,63.95,0.439,1,246.14,600002,01-10-2018 02:02,507.354,7946.43,509.354,49.354,7583.28,0.46,0.8926,243.754
246,50,0.9698,1.12,1,248.176,1292.69,63.95,2.532,0.9911,246.15,600002,01-10-2018 02:03,998.329,7946.44,1013.73,108.33,7583.28,0.46,0.8902,243.884
247,50,0.99,1.12,1,248.771,1292.69,63.95,7.155,1,244.84,600002,01-10-2018 02:03,2184.93,7946.46,2184.93,50.06,7583.3,0.46,0.8901,244.209
248,50,0.99,1.12,1,248.733,1292.69,63.95,7.021,1,244.897,600002,01-10-2018 02:04,2157.78,7946.48,2157.78,50.142,7583.32,0.46,0.8903,244.297
249,50,0.99,1.12,1,248.738,1292.69,63.95,6.965,1,244.723,600002,01-10-2018 02:04,2141.86,7946.49,2141.86,49.93,7583.34,0.46,0.89,244.202
250,50,0.99,1.12,1,248.702,1292.69,63.95,7.041,1,243.963,600002,01-10-2018 02:05,2152.73,7946.51,2152.73,49.996,7583.36,0.46,0.89,244.249
251,50,0.99,1.12,1,248.877,1292.69,63.95,7.07,1,243.936,600002,01-10-2018 02:05,2160.6,7946.53,2160.6,50.264,7583.38,0.46,0.8902,244.21
252,50,0.99,1.12,1,248.725,1292.69,63.95,7.078,1,243.983,600002,01-10-2018 02:06,2161,7946.55,2161,50.211,7583.39,0.46,0.8906,244.125
253,50,0.9297,9.623,0.9319,245.446,1292.7,63.95,2.187,1,246.082,600002,01-10-2018 02:06,2814.28,7946.57,3020.5,987.569,7583.42,0.46,0.89,244.154
254,49.9,0.903,12.465,0.8984,244.25,1292.71,63.95,0.43,1,247.671,600002,01-10-2018 02:07,2983.73,7946.6,3277.93,1358.2,7583.44,0.46,0.8912,243.863
255,49.88,0.9,12.351,0.897,244.157,1292.72,63.95,0.43,1,247.89,600002,01-10-2018 02:07,2949.46,7946.63,3249.13,1364.33,7583.47,0.46,0.89,244.022
256,49.95,0.9,12.343,0.9,244.165,1292.73,63.95,0.43,1,248.296,600002,01-10-2018 02:08,2950.2,7946.65,3246.53,1356,7583.49,0.46,0.89,244.017
257,50,0.9232,8.643,0.9331,245.422,1292.74,63.95,0.448,1,247.755,600002,01-10-2018 02:08,2152.91,7946.68,2347.5,914.831,7583.51,0.46,0.89,244.081
258,49.91,0.97,1.12,1,248.176,1292.74,63.95,0.58,1,246.623,600002,01-10-2018 02:09,549.663,7946.68,551.663,49.329,7583.51,0.46,0.89,243.776
259,49.89,0.9704,1.12,1,248.204,1292.74,63.95,0.58,1,246.626,600002,01-10-2018 02:09,548.496,7946.69,550.496,49.497,7583.52,0.46,0.8911,243.79
260,49.87,0.97,1.12,1,248.269,1292.74,63.95,0.575,1,246.717,600002,01-10-2018 02:10,548.395,7946.69,550.395,49.931,7583.52,0.46,0.89,243.457
261,49.8,0.971,1.12,1,248.27,1292.74,63.95,0.58,1,246.338,600002,01-10-2018 02:10,548.13,7946.69,550.13,49.131,7583.53,0.46,0.8916,243.584
262,49.8,0.97,1.12,1,248.411,1292.74,63.95,0.58,1,245.162,600002,01-10-2018 02:11,548.282,7946.7,550.282,49.569,7583.53,0.46,0.89,243.782
263,49.8,0.9802,1.12,1,248.89,1292.74,63.95,6.25,0.9911,243.084,600002,01-10-2018 02:11,1934.66,7946.71,1948.66,109.397,7583.55,0.46,0.8902,243.996
264,49.8,0.99,1.125,1,248.61,1292.75,63.95,7.233,1,242.904,600002,01-10-2018 02:12,2198.66,7946.73,2198.66,50.463,7583.57,0.46,0.89,243.971
265,49.8,0.99,1.12,1,248.791,1292.75,63.95,7.156,1,242.943,600002,01-10-2018 02:12,2180.86,7946.75,2180.86,50.463,7583.58,0.46,0.89,244.156
266,49.8,0.99,1.12,1,248.956,1292.75,63.95,7.108,1,243.443,600002,01-10-2018 02:13,2174.93,7946.77,2174.93,50.664,7583.6,0.46,0.8897,244.23
267,49.8,0.9691,5.045,0.966,247.535,1292.75,63.95,7.11,1,244.182,600002,01-10-2018 02:13,3025.54,7946.79,3104.3,519.92,7583.63,0.46,0.889,244.389
268,49.8,0.9328,12.722,0.8984,244.864,1292.76,63.95,7.145,1,245.321,600002,01-10-2018 02:14,4738.75,7946.84,4937.5,1387.81,7583.67,0.46,0.8871,244.32
269,49.8,0.9241,12.494,0.8916,244.88,1292.77,63.95,5.899,1,245.582,600002,01-10-2018 02:14,4354.25,7946.88,4578.58,1403.25,7583.7,0.46,0.8872,244.181
270,49.8,0.9,12.471,0.9,244.378,1292.78,63.95,0.576,1,247.644,600002,01-10-2018 02:15,3026.46,7946.9,3321.46,1369.73,7583.73,0.46,0.89,244.003
271,49.8,0.916,9.864,0.9229,245.42,1292.79,63.95,0.578,1,247.459,600002,01-10-2018 02:15,2456.77,7946.93,2685.77,1069.15,7583.75,0.46,0.889,244.005
272,49.8,0.97,1.12,1,248.15,1292.79,63.95,0.58,1,246.11,600002,01-10-2018 02:16,548.596,7946.93,550.596,49.798,7583.75,0.46,0.8905,243.784
273,49.8,0.97,1.12,1,248.189,1292.79,63.95,0.58,1,245.997,600002,01-10-2018 02:16,548.568,7946.93,550.568,49.424,7583.76,0.46,0.8904,243.675
274,49.8,0.97,1.12,1,248.197,1292.79,63.95,0.58,1,245.905,600002,01-10-2018 02:17,548.211,7946.94,550.211,49.496,7583.76,0.46,0.89,243.533
275,49.8,0.9711,1.12,1,248.126,1292.79,63.95,0.58,1,245.989,600002,01-10-2018 02:17,548.638,7946.94,550.638,49.425,7583.77,0.46,0.8911,243.733
276,49.8,0.97,1.12,1,248.376,1292.79,63.95,0.58,1,246.03,600002,01-10-2018 02:18,548.864,7946.95,550.864,49.464,7583.77,0.46,0.8905,243.53
277,49.8,0.9711,1.12,1,248.261,1292.8,63.95,0.58,1,246.14,600002,01-10-2018 02:18,548.496,7946.95,550.496,49.567,7583.77,0.46,0.8911,243.597
278,49.8,0.971,1.12,1,248.624,1292.8,63.95,0.58,1,246.21,600002,01-10-2018 02:19,549.596,7946.96,551.596,49.196,7583.78,0.46,0.891,243.518
279,49.8,0.9684,1.122,1,248.689,1292.8,63.95,2.562,0.9906,245.627,600002,01-10-2018 02:19,905.613,7946.96,907.152,49.688,7583.79,0.46,0.89,243.89
280,49.93,0.9411,11.409,0.9156,245.848,1292.81,63.95,7.242,1,245.623,600002,01-10-2018 02:20,4501.26,7947.01,4668.8,1206.6,7583.83,0.46,0.8876,244.237
281,49.9,0.9282,12.49,0.8866,245.404,1292.82,63.95,7.171,1,245.958,600002,01-10-2018 02:20,4674,7947.05,4890.77,1441.38,7583.87,0.46,0.8883,244.266
282,50,0.9283,12.457,0.8883,245.533,1292.83,63.95,7.116,1,245.754,600002,01-10-2018 02:21,4649.14,7947.09,4866.57,1440.5,7583.9,0.46,0.8883,244.446
283,50,0.93,12.495,0.89,245.823,1292.84,63.95,7.139,1,245.944,600002,01-10-2018 02:21,4672,7947.13,4886.33,1433.06,7583.94,0.46,0.8864,244.516
284,50,0.964,5.966,0.9526,247.519,1292.85,63.95,7.207,1,244.903,600002,01-10-2018 02:22,3261.21,7947.16,3351.93,638.997,7583.97,0.46,0.8889,244.576
285,50,0.99,1.125,1,248.93,1292.85,63.95,7.188,1,244.15,600002,01-10-2018 02:22,2200.26,7947.18,2200.26,50.663,7583.99,0.46,0.8893,244.37
286,50,0.9777,1.12,1,248.47,1292.85,63.95,2.926,1,245.589,600002,01-10-2018 02:23,1170.93,7947.19,1172.13,49.932,7584,0.46,0.89,244.19
287,50,0.97,1.121,1,248.426,1292.85,63.95,0.58,1,245.497,600002,01-10-2018 02:23,548.996,7947.19,550.996,50.21,7584,0.46,0.89,244.262
288,50,0.97,1.12,1,248.54,1292.85,63.95,0.58,1,245.681,600002,01-10-2018 02:24,549.712,7947.2,551.712,50.567,7584.01,0.46,0.89,244.368
289,50,0.97,1.12,1,248.437,1292.85,63.95,0.58,1,246.417,600002,01-10-2018 02:24,549.797,7947.2,551.797,50.463,7584.01,0.46,0.89,244.403
290,50,0.97,1.12,1,248.446,1292.85,63.95,0.58,1,246.402,600002,01-10-2018 02:25,550.435,7947.21,552.435,50.496,7584.01,0.46,0.89,244.515
291,50,0.97,1.12,1,248.45,1292.85,63.95,0.58,1,246.29,600002,01-10-2018 02:25,548.996,7947.21,550.996,50.264,7584.02,0.46,0.8898,244.423
292,50,0.97,1.12,1,248.297,1292.85,63.95,0.58,1,246.412,600002,01-10-2018 02:26,549.425,7947.22,551.425,50.426,7584.02,0.46,0.89,244.282
293,50,0.9518,5.128,0.9705,246.976,1292.85,63.95,0.578,1,247.069,600002,01-10-2018 02:26,1266.6,7947.23,1337.06,388.597,7584.04,0.46,0.8878,244.323
294,50,0.907,12.633,0.9015,244.698,1292.87,63.95,0.573,1,247.863,600002,01-10-2018 02:27,3083.4,7947.25,3368.13,1355,7584.06,0.46,0.89,244.623
295,50,0.8954,12.365,0.89,245.175,1292.88,63.95,0.58,1,247.446,600002,01-10-2018 02:27,2990.07,7947.28,3303.71,1405.78,7584.09,0.46,0.8891,244.647
296,50,0.9133,12.45,0.89,245.525,1292.89,63.95,3.699,1,246.419,600002,01-10-2018 02:28,3797.64,7947.32,4061.21,1415.71,7584.12,0.46,0.889,244.889
297,50,0.9512,8.434,0.9292,247.247,1292.9,63.95,7.268,1,244.647,600002,01-10-2018 02:28,3809.07,7947.35,3945.57,937.212,7584.15,0.46,0.8896,244.996
298,50,0.99,1.13,1,250.168,1292.9,63.95,7.189,1,243.783,600002,01-10-2018 02:29,2195.93,7947.37,2195.93,50.353,7584.17,0.46,0.89,244.925
299,50,0.99,1.13,1,250.167,1292.9,63.95,7.173,1,243.859,600002,01-10-2018 02:29,2191.92,7947.39,2191.92,50.689,7584.19,0.46,0.89,244.975
300,50,0.99,1.125,1,250.136,1292.9,63.95,7.202,1,243.95,600002,01-10-2018 02:30,2199.66,7947.41,2199.66,50.73,7584.2,0.46,0.889,245.096
301,50,0.99,1.13,1,250.14,1292.9,63.95,7.233,1,244.097,600002,01-10-2018 02:30,2208.28,7947.42,2208.28,51.352,7584.22,0.46,0.889,245.325
302,50,0.99,1.125,1,249.979,1292.9,63.95,7.246,1,244.059,600002,01-10-2018 02:31,2210.3,7947.44,2210.3,51.099,7584.24,0.46,0.89,245.118
303,50,0.9736,1.123,1,249.263,1292.9,63.95,1.781,1,245.932,600002,01-10-2018 02:31,850.464,7947.45,852.063,50.395,7584.25,0.46,0.89,244.637
304,50,0.97,1.125,1,248.703,1292.9,63.95,0.58,1,246.316,600002,01-10-2018 02:32,549.596,7947.46,551.596,50.462,7584.25,0.46,0.889,244.631
305,50,0.97,1.123,1,248.81,1292.9,63.95,0.58,1,246.297,600002,01-10-2018 02:32,549.263,7947.46,551.263,50.529,7584.26,0.46,0.8892,244.696
306,50,0.9444,6.718,0.9597,246.984,1292.91,63.95,0.576,1,247.117,600002,01-10-2018 02:33,1797.93,7947.48,1922,647.73,7584.27,0.46,0.89,244.742
307,50,0.9051,12.555,0.8966,244.867,1292.92,63.95,0.577,1,248.527,600002,01-10-2018 02:33,3057.23,7947.5,3348.77,1367.07,7584.3,0.46,0.8882,244.874
308,50,0.9,12.406,0.8975,244.866,1292.93,63.95,0.575,1,248.212,600002,01-10-2018 02:34,3013.15,7947.53,3311.46,1375,7584.32,0.46,0.8859,244.736
309,50,0.9,12.442,0.8977,244.903,1292.94,63.95,0.575,1,248.243,600002,01-10-2018 02:34,3024.53,7947.56,3322.53,1376.8,7584.35,0.46,0.89,244.771
